App,Category,Rating,Reviews,Size_MB,Installs,Type,Price_$,Content_Rating,Genres,Last_Updated,Android_Version
BudgetPanel Elite,FINANCE,2.8,2186278,71.4,"100,000+",Paid,4.99,Teen,Business,2024-05-22,6.0 and up
DealHub Edge,BUSINESS,3.5,4445985,27.2,"10,000,000+",Free,0.0,Teen,Tools,2024-12-14,8.0 and up
FixChord Edge,TOOLS,4.1,3987803,20.5,"1,000,000+",Free,0.0,Teen,Music,2024-12-28,6.0 and up
NovaLink Night,GAME,4.5,1624787,114.4,"10,000+",Free,0.0,Mature 17+,Tools,2024-02-18,8.0 and up
FundPath Plus,FINANCE,3.0,2871666,40.9,"10,000+",Paid,0.99,Everyone,Education,2024-10-03,5.0 and up
LoanPanel Max,FINANCE,2.8,4708579,60.5,"1,000,000+",Free,0.0,Mature 17+,Business,2024-09-27,8.0 and up
VivaTune Pro,LIFESTYLE,4.2,3855943,15.6,"1,000+",Paid,2.99,Everyone,Music,2024-01-14,6.0 and up
SceneRaid Mix,ENTERTAINMENT,2.5,4822694,93.4,"1,000+",Free,0.0,Teen,Action,2024-10-24,6.0 and up
HomeMate Lite,LIFESTYLE,2.9,2326739,28.0,"100,000+",Free,0.0,Everyone,Tools,2024-01-15,5.0 and up
FunRaid Elite,ENTERTAINMENT,2.6,3907139,41.2,"1,000,000+",Paid,2.99,Everyone,Action,2024-08-21,8.0 and up
FunMaze,ENTERTAINMENT,2.9,95566,22.5,"1,000+",Free,0.0,Everyone,Puzzle,2024-03-03,5.0 and up
TapCare Dark,TOOLS,3.0,1897893,22.3,"1,000,000+",Free,0.0,Mature 17+,Health,2024-07-14,4.1 and up
VivaHub Lite,LIFESTYLE,3.5,3470002,34.0,"10,000,000+",Free,0.0,Everyone,Tools,2024-01-27,8.0 and up
ClientGuide,BUSINESS,3.5,1555547,31.4,"10,000+",Free,0.0,Everyone,Education,2024-04-02,5.0 and up
EduBlast Plus,EDUCATION,4.7,652765,51.9,"10,000+",Paid,0.99,Everyone,Action,2024-04-14,5.0 and up
ClassTune,EDUCATION,3.8,3666354,57.7,"10,000+",Free,0.0,Mature 17+,Music,2024-11-04,6.0 and up
StyleHub Dark,LIFESTYLE,4.3,3526372,50.6,"1,000,000+",Free,0.0,Mature 17+,Tools,2024-02-21,8.0 and up
MoodLink Pro,LIFESTYLE,2.8,743098,18.8,"1,000,000+",Free,0.0,Mature 17+,Tools,2024-11-14,4.1 and up
TaskSteps Go,TOOLS,3.1,4844757,12.0,"100,000+",Free,0.0,Everyone,Health,2024-06-29,4.1 and up
BloomTrack Plus,LIFESTYLE,4.3,2595844,17.3,"10,000+",Free,0.0,Teen,Health,2024-02-26,8.0 and up
ShowRhythm Mix,ENTERTAINMENT,2.6,59788,103.3,"100,000+",Free,0.0,Teen,Music,2024-04-29,8.0 and up
LoanPulse Edge,FINANCE,3.7,1094419,65.2,"10,000+",Free,0.0,Teen,Health,2024-11-03,5.0 and up
FundRush Plus,FINANCE,4.0,2653538,40.4,"100,000+",Paid,0.99,Everyone,Action,2024-12-28,6.0 and up
SceneJam Play,ENTERTAINMENT,4.0,4104409,23.6,"100,000+",Free,0.0,Teen,Music,2024-02-12,6.0 and up
HealMix Mix,HEALTH,2.6,1513093,23.8,"10,000,000+",Free,0.0,Teen,Music,2024-05-14,6.0 and up
PlayTile Prime,ENTERTAINMENT,3.3,3342113,64.8,"100,000+",Paid,4.99,Teen,Puzzle,2024-09-16,8.0 and up
DealCoach Now,BUSINESS,4.1,2173523,34.3,"1,000,000+",Free,0.0,Everyone,Education,2024-07-15,6.0 and up
SyncScan Plus,PRODUCTIVITY,2.9,1398959,26.9,"100,000+",Free,0.0,Teen,Tools,2024-05-12,5.0 and up
TurboMind Play,GAME,4.2,522164,167.1,"10,000+",Free,0.0,Teen,Puzzle,2024-09-11,8.0 and up
StreamGuide,ENTERTAINMENT,4.4,3468592,83.4,"100,000+",Paid,2.99,Everyone,Education,2024-08-07,8.0 and up
GlowWave Night,LIFESTYLE,5.0,1011940,34.9,"1,000+",Free,0.0,Mature 17+,Music,2024-12-01,6.0 and up
GlowGuard,LIFESTYLE,3.0,1079535,18.7,"10,000+",Paid,0.0,Teen,Tools,2024-02-10,4.1 and up
QuickPlus Max,TOOLS,4.6,1785828,10.3,"1,000+",Free,0.0,Mature 17+,Health,2024-09-11,4.1 and up
ShowGuide Plus,ENTERTAINMENT,3.8,2951730,93.9,"10,000+",Free,0.0,Teen,Education,2024-01-02,5.0 and up
TapEcho Lite,TOOLS,3.4,1160127,12.9,"1,000,000+",Free,0.0,Everyone,Music,2024-07-13,6.0 and up
VibeBeat,ENTERTAINMENT,2.8,2082973,115.8,"1,000,000+",Free,0.0,Mature 17+,Music,2024-08-29,6.0 and up
RuneTile X,GAME,4.3,4256156,222.3,"1,000,000+",Free,0.0,Mature 17+,Puzzle,2024-05-28,8.0 and up
FocusSpark Max,PRODUCTIVITY,3.1,2585181,24.8,"1,000+",Free,0.0,Mature 17+,Puzzle,2024-07-16,8.0 and up
LoanCoach Max P4,FINANCE,3.4,1281516,110.0,"10,000,000+",Free,0.0,Mature 17+,Health,2024-10-25,6.0 and up
SkillTrack Rush,EDUCATION,2.7,289144,40.4,"10,000+",Free,0.0,Teen,Business,2024-09-01,8.0 and up
StarDash Rush,ENTERTAINMENT,4.5,2768715,220.0,"1,000,000+",Free,0.0,Teen,Action,2024-12-03,6.0 and up
TaskFlow Dark,PRODUCTIVITY,4.4,4324670,25.8,"10,000+",Free,0.0,Mature 17+,Business,2024-04-17,5.0 and up
PayWorks Play,FINANCE,4.3,2866079,21.4,"1,000+",Free,0.0,Teen,Business,2024-07-30,8.0 and up
HeartLink Pro,HEALTH,3.2,737100,52.0,"10,000,000+",Free,0.0,Mature 17+,Tools,2024-06-04,6.0 and up
RuneBox,GAME,2.9,914575,73.1,"1,000+",Free,0.0,Mature 17+,Tools,2024-01-26,8.0 and up
GridPulse Go,TOOLS,4.1,3835608,13.8,"10,000+",Free,0.0,Everyone,Health,2024-03-22,5.0 and up
QuickHub Max,TOOLS,3.7,4982052,32.5,"10,000,000+",Free,0.0,Mature 17+,Tools,2024-03-23,8.0 and up
MoodGuide Edge,LIFESTYLE,2.9,1052435,45.9,"10,000,000+",Free,0.0,Teen,Education,2024-05-10,6.0 and up
FundSteps Pro,FINANCE,4.2,777577,30.9,"1,000+",Paid,4.99,Mature 17+,Health,2024-11-24,8.0 and up
VitaSteps Lite,HEALTH,5.0,2716217,73.7,"1,000,000+",Free,0.0,Everyone,Health,2024-04-09,8.0 and up
SyncBeat,PRODUCTIVITY,4.4,1749746,50.2,"10,000+",Free,0.0,Teen,Music,2024-09-12,6.0 and up
PixelTrack PH,GAME,4.3,1570244,350.0,"100,000+",Free,0.0,Everyone,Music,2024-02-18,4.1 and up
LoanTune One,FINANCE,4.9,51717,58.0,"100,000+",Free,0.0,Everyone,Music,2024-03-03,8.0 and up
ZenRush Max,HEALTH,3.0,280843,59.2,"1,000+",Free,0.0,Mature 17+,Action,2024-11-06,8.0 and up
StudyMind Now,EDUCATION,3.9,3699110,20.0,"10,000+",Free,0.0,Everyone,Education,2024-10-16,5.0 and up
SparkLab Hub,ENTERTAINMENT,4.9,1088973,60.1,"10,000+",Free,0.0,Everyone,Education,2024-04-14,4.1 and up
TapBeat Mix,TOOLS,2.9,1877155,11.0,"1,000+",Free,0.0,Teen,Music,2024-04-14,5.0 and up
NoteDesk Now,PRODUCTIVITY,4.3,2283795,31.8,"10,000+",Free,0.0,Everyone,Business,2024-11-20,6.0 and up
SwiftQuest Pro,TOOLS,4.0,3994430,19.7,"1,000,000+",Free,0.0,Mature 17+,Action,2024-01-15,6.0 and up
PlanFlow Pro,PRODUCTIVITY,4.0,834884,22.3,"1,000+",Free,0.0,Mature 17+,Business,2024-06-23,5.0 and up
GlowTile Night,LIFESTYLE,4.2,889503,73.5,"1,000,000+",Free,0.0,Mature 17+,Puzzle,2024-09-15,8.0 and up
DeskClass Pro,PRODUCTIVITY,4.8,778809,27.4,"10,000+",Paid,1.99,Everyone,Education,2024-07-29,4.1 and up
QuickQuest Plus,TOOLS,4.5,3533726,18.2,"1,000+",Free,0.0,Teen,Education,2024-09-15,5.0 and up
FocusStack Dark,PRODUCTIVITY,2.6,3507457,25.5,"10,000+",Free,0.0,Mature 17+,Business,2024-04-11,5.0 and up
SmartStrike,EDUCATION,4.6,879469,48.8,"1,000+",Paid,1.99,Everyone,Action,2024-09-16,6.0 and up
AuraPath,LIFESTYLE,3.1,2181543,26.9,"10,000+",Free,0.0,Mature 17+,Education,2024-12-09,8.0 and up
DeskBoard,PRODUCTIVITY,3.4,1822754,40.3,"1,000,000+",Free,0.0,Mature 17+,Business,2024-06-07,4.1 and up
CoinBeat Rush,FINANCE,3.7,2291146,81.4,"1,000,000+",Free,0.0,Teen,Health,2024-02-14,5.0 and up
ClientCoach Plus,BUSINESS,3.7,3641654,70.1,"10,000+",Paid,0.99,Mature 17+,Health,2024-10-27,4.1 and up
CalmDesk Play PZ,HEALTH,3.6,3843149,31.4,"1,000+",Free,0.0,Teen,Tools,2024-09-07,4.1 and up
LeadZone Hub,BUSINESS,4.8,3093520,47.8,"100,000+",Free,0.0,Everyone,Action,2024-11-26,5.0 and up
MarketStack Pro,BUSINESS,4.3,4932410,23.3,"1,000,000+",Free,0.0,Mature 17+,Business,2024-06-13,4.1 and up
RuneDesk,GAME,4.1,4185234,195.4,"1,000,000+",Paid,0.0,Everyone,Tools,2024-07-11,6.0 and up
SmartCare Go,EDUCATION,2.6,4447405,94.1,"100,000+",Free,0.0,Everyone,Health,2024-01-09,8.0 and up
LoanRush Lite,FINANCE,4.8,852060,61.7,"10,000+",Free,0.0,Everyone,Action,2024-03-05,8.0 and up
VibeLink Plus,ENTERTAINMENT,4.8,2361226,81.8,"1,000+",Paid,0.99,Mature 17+,Tools,2024-10-08,8.0 and up
FocusSound Edge,PRODUCTIVITY,4.5,2567597,44.6,"10,000+",Free,0.0,Teen,Music,2024-06-29,6.0 and up
HealStrike Night,HEALTH,2.5,4795474,63.2,"10,000,000+",Free,0.0,Mature 17+,Action,2024-10-08,6.0 and up
NestGrid,LIFESTYLE,2.6,264247,52.9,"1,000,000+",Free,0.0,Everyone,Puzzle,2024-10-05,6.0 and up
TaxChord Max,FINANCE,3.1,4469363,68.0,"10,000,000+",Free,0.0,Teen,Music,2024-01-30,8.0 and up
FixPanel Pro,TOOLS,2.8,4840361,21.0,"1,000,000+",Paid,4.99,Everyone,Tools,2024-09-22,4.1 and up
StreamDesk Plus,ENTERTAINMENT,3.5,2514729,114.8,"1,000,000+",Free,0.0,Teen,Business,2024-11-23,6.0 and up
BattleTrack One,GAME,4.8,1908921,37.1,"10,000,000+",Free,0.0,Mature 17+,Music,2024-08-04,5.0 and up
MythJam Edge,GAME,3.7,4002991,268.6,"10,000,000+",Free,0.0,Teen,Music,2024-11-15,6.0 and up
CashHub X,FINANCE,2.5,1419930,10.0,"10,000+",Free,0.0,Mature 17+,Tools,2024-04-14,5.0 and up
OfficePilot,BUSINESS,3.2,2179451,25.0,"10,000,000+",Paid,1.99,Everyone,Business,2024-07-02,8.0 and up
CoreStack Edge,TOOLS,2.6,2737956,22.8,"10,000+",Free,0.0,Teen,Business,2024-11-25,5.0 and up
BattleBeat Go,GAME,2.6,3748539,202.2,"10,000+",Free,0.0,Everyone,Health,2024-05-27,6.0 and up
HealLogic Mix,HEALTH,3.2,3558828,21.8,"10,000+",Free,0.0,Teen,Puzzle,2024-04-14,6.0 and up
MythPilot Elite,GAME,3.2,1449476,125.6,"1,000,000+",Paid,1.99,Mature 17+,Business,2024-02-16,4.1 and up
MoodBase,LIFESTYLE,4.5,1361246,59.3,"1,000,000+",Free,0.0,Teen,Education,2024-03-27,8.0 and up
TaskBase Prime,PRODUCTIVITY,4.9,2088072,32.8,"10,000,000+",Free,0.0,Teen,Education,2024-11-04,5.0 and up
MythCube Max,GAME,3.4,2356642,350.0,"1,000,000+",Free,0.0,Mature 17+,Puzzle,2024-05-08,8.0 and up
NestRush Max,LIFESTYLE,3.6,1834917,35.9,"10,000,000+",Free,0.0,Mature 17+,Action,2024-09-14,6.0 and up
FundGuard X,FINANCE,4.6,3861784,55.2,"1,000,000+",Free,0.0,Mature 17+,Tools,2024-11-09,4.1 and up
MintDash Edge,FINANCE,3.2,3633805,70.1,"1,000+",Free,0.0,Teen,Action,2024-05-26,6.0 and up
VibeBase Go,ENTERTAINMENT,2.9,3477094,70.0,"1,000+",Free,0.0,Everyone,Education,2024-03-12,6.0 and up
NovaStack Max,GAME,4.6,4327812,120.3,"10,000,000+",Free,0.0,Teen,Business,2024-05-19,6.0 and up
CalmSpark Edge,HEALTH,2.6,3399762,40.5,"1,000,000+",Free,0.0,Teen,Puzzle,2024-01-27,5.0 and up
PixelStrike Elite,GAME,4.0,3800996,203.5,"1,000,000+",Paid,0.99,Everyone,Action,2024-01-29,6.0 and up
MediBlast Dark,HEALTH,3.9,723868,21.7,"10,000+",Free,0.0,Mature 17+,Action,2024-09-27,8.0 and up
EduHub Plus,EDUCATION,3.4,2818917,56.1,"100,000+",Paid,0.0,Teen,Tools,2024-06-22,8.0 and up
FunSound,ENTERTAINMENT,3.3,44826,64.9,"10,000,000+",Free,0.0,Everyone,Music,2024-09-09,4.1 and up
EduLab Pro,EDUCATION,4.4,4148,90.4,"100,000+",Free,0.0,Mature 17+,Education,2024-02-29,8.0 and up
RunePanel Max,GAME,2.7,4163970,192.3,"100,000+",Paid,2.99,Mature 17+,Business,2024-04-16,6.0 and up
VibeRiddle Go,ENTERTAINMENT,3.1,3236914,95.9,"10,000,000+",Free,0.0,Teen,Puzzle,2024-08-07,6.0 and up
BrainDrift X,EDUCATION,4.3,4991197,64.6,"1,000,000+",Free,0.0,Mature 17+,Action,2024-09-15,8.0 and up
LeadDesk Now,BUSINESS,3.9,3864054,50.8,"10,000,000+",Paid,0.0,Mature 17+,Tools,2024-05-25,4.1 and up
QuestWave Go,GAME,2.8,221562,224.4,"100,000+",Free,0.0,Everyone,Music,2024-02-21,4.1 and up
TutorGuide Lite,EDUCATION,4.7,43774,42.4,"1,000,000+",Free,0.0,Everyone,Education,2024-02-29,8.0 and up
OfficeQuest,BUSINESS,3.5,2220192,17.3,"1,000+",Free,0.0,Mature 17+,Education,2024-02-03,5.0 and up
ClientHub Prime,BUSINESS,4.6,1897961,75.1,"10,000,000+",Free,0.0,Everyone,Tools,2024-04-05,5.0 and up
MintCube Go,FINANCE,4.5,316472,44.5,"10,000,000+",Free,0.0,Mature 17+,Puzzle,2024-03-29,5.0 and up
TurboQuest Edge,GAME,4.1,889865,81.3,"1,000,000+",Free,0.0,Teen,Action,2024-11-11,5.0 and up
LeadSpark Hub,BUSINESS,3.7,1414728,37.5,"1,000+",Free,0.0,Everyone,Puzzle,2024-08-18,8.0 and up
LedgerDesk R9,FINANCE,4.9,2157290,37.2,"1,000+",Free,0.0,Mature 17+,Tools,2024-10-01,4.1 and up
LearnLink Pro,EDUCATION,2.9,808311,31.7,"1,000,000+",Free,0.0,Mature 17+,Tools,2024-09-02,6.0 and up
BloomMatch Lite,LIFESTYLE,4.3,4180276,27.9,"10,000+",Free,0.0,Everyone,Puzzle,2024-04-20,6.0 and up
PixelTrack Hub,GAME,3.0,4346667,341.9,"10,000,000+",Free,0.0,Everyone,Health,2024-08-21,8.0 and up
VibeRhythm Plus,ENTERTAINMENT,3.3,112945,128.6,"10,000,000+",Free,0.0,Teen,Music,2024-10-04,6.0 and up
HealCoach Night,HEALTH,3.3,4051899,50.5,"100,000+",Free,0.0,Mature 17+,Education,2024-06-14,5.0 and up
FitCare Edge,HEALTH,4.9,1338316,21.8,"1,000,000+",Free,0.0,Teen,Health,2024-05-07,4.1 and up
NoteTrack Mix,EDUCATION,4.9,2150215,70.3,"100,000+",Free,0.0,Teen,Business,2024-08-24,8.0 and up
StudyQuest Mix,EDUCATION,3.0,4280660,44.3,"100,000+",Free,0.0,Teen,Education,2024-10-17,4.1 and up
LeadPath Prime,BUSINESS,2.6,4523545,27.2,"1,000+",Paid,4.99,Everyone,Education,2024-04-16,8.0 and up
BattleWave,GAME,4.3,4600155,350.0,"10,000,000+",Free,0.0,Teen,Music,2024-05-07,8.0 and up
MediFlow Go,HEALTH,3.5,4752999,80.6,"100,000+",Free,0.0,Everyone,Business,2024-07-13,8.0 and up
ZenRush Hub,HEALTH,2.7,1369401,69.8,"1,000+",Free,0.0,Everyone,Action,2024-12-04,8.0 and up
MarketBoard Play,BUSINESS,4.2,4310528,70.1,"1,000,000+",Free,0.0,Teen,Business,2024-05-22,4.1 and up
PulseZone Prime,HEALTH,3.9,2582163,42.1,"100,000+",Paid,2.99,Teen,Action,2024-04-20,6.0 and up
TuneSuite One,ENTERTAINMENT,5.0,853339,145.1,"10,000,000+",Paid,0.99,Mature 17+,Business,2024-03-30,8.0 and up
NovaCube Play,GAME,3.1,1730095,256.8,"100,000+",Free,0.0,Teen,Puzzle,2024-09-07,5.0 and up
BoostLink X,PRODUCTIVITY,3.5,2026120,41.4,"1,000,000+",Free,0.0,Mature 17+,Tools,2024-10-06,8.0 and up
HeartPanel,HEALTH,3.9,3084572,41.9,"100,000+",Paid,1.99,Teen,Business,2024-11-28,4.1 and up
BookCoach Pro,EDUCATION,4.5,4595140,118.5,"10,000,000+",Paid,0.0,Teen,Health,2024-08-11,8.0 and up
StarPlus Play,ENTERTAINMENT,3.9,436552,61.9,"1,000+",Free,0.0,Teen,Health,2024-04-10,5.0 and up
MediSound Edge,HEALTH,4.0,4566711,33.4,"10,000,000+",Free,0.0,Teen,Music,2024-05-11,4.1 and up
SparkBox Night,ENTERTAINMENT,3.1,4139404,55.8,"1,000+",Free,0.0,Mature 17+,Tools,2024-01-13,8.0 and up
WalletGuard Max,FINANCE,4.6,2980682,54.5,"10,000+",Paid,0.99,Mature 17+,Tools,2024-04-07,5.0 and up
TaskRaid Go,PRODUCTIVITY,3.6,2062097,38.4,"10,000,000+",Free,0.0,Teen,Action,2024-04-29,4.1 and up
VoltBook One,TOOLS,2.9,426684,31.6,"10,000,000+",Free,0.0,Teen,Education,2024-10-19,8.0 and up
NoteTune Dark,EDUCATION,4.2,82419,82.0,"1,000,000+",Free,0.0,Mature 17+,Music,2024-10-30,5.0 and up
NoteLife Lite,EDUCATION,3.0,3628114,43.7,"100,000+",Free,0.0,Everyone,Health,2024-07-17,4.1 and up
QuestGuard Now S1,GAME,2.7,4893190,220.2,"1,000+",Free,0.0,Everyone,Health,2024-01-01,8.0 and up
SparkBlast,ENTERTAINMENT,4.7,1995151,76.3,"1,000+",Paid,0.0,Everyone,Action,2024-02-29,4.1 and up
SalesPulse X,BUSINESS,3.7,3825268,23.0,"1,000,000+",Free,0.0,Mature 17+,Health,2024-09-06,5.0 and up
StudyLife Max,EDUCATION,4.4,3499711,135.9,"1,000,000+",Free,0.0,Mature 17+,Health,2024-05-19,8.0 and up
TuneArena,ENTERTAINMENT,3.2,1927726,67.9,"100,000+",Free,0.0,Everyone,Action,2024-05-28,8.0 and up
TuneCare,ENTERTAINMENT,4.5,1921682,39.1,"100,000+",Free,0.0,Everyone,Health,2024-02-13,8.0 and up
HomeGuide,LIFESTYLE,2.8,1192513,22.7,"10,000,000+",Free,0.0,Teen,Education,2024-07-04,5.0 and up
NestLogic X,LIFESTYLE,3.4,1133764,17.4,"10,000+",Free,0.0,Mature 17+,Puzzle,2024-04-17,6.0 and up
FileMix X,TOOLS,4.9,2903619,22.7,"100,000+",Free,0.0,Mature 17+,Music,2024-02-13,8.0 and up
CashQuest Lite,FINANCE,4.5,1446260,44.5,"1,000,000+",Free,0.0,Everyone,Education,2024-03-18,5.0 and up
FileCoach Now,TOOLS,3.7,1643717,17.5,"100,000+",Free,0.0,Everyone,Education,2024-08-13,4.1 and up
WellMatch Dark,HEALTH,3.3,4893101,36.3,"1,000+",Free,0.0,Mature 17+,Puzzle,2024-06-10,4.1 and up
LeadKit,BUSINESS,4.7,3800325,41.4,"10,000+",Paid,1.99,Teen,Tools,2024-10-07,5.0 and up
HealMix Go,HEALTH,3.9,3151406,62.0,"10,000,000+",Paid,0.0,Everyone,Music,2024-09-09,6.0 and up
PulseClass Night,HEALTH,4.4,3368280,36.3,"1,000+",Free,0.0,Mature 17+,Education,2024-05-11,5.0 and up
ArcPlus Night,GAME,4.4,2252651,167.0,"1,000+",Free,0.0,Mature 17+,Health,2024-05-23,4.1 and up
ZenCube Plus,HEALTH,2.5,344136,14.2,"10,000+",Paid,2.99,Teen,Puzzle,2024-09-22,4.1 and up
CoreDesk Rush,TOOLS,2.8,2405524,23.9,"10,000,000+",Free,0.0,Teen,Tools,2024-04-18,8.0 and up
BrainWave,EDUCATION,4.1,1842370,22.4,"1,000,000+",Free,0.0,Everyone,Music,2024-07-12,6.0 and up
SkillDesk Elite,EDUCATION,2.9,1137421,73.8,"10,000,000+",Paid,0.0,Everyone,Business,2024-02-04,5.0 and up
GlowDrift Lite,LIFESTYLE,3.1,1670367,25.3,"100,000+",Free,0.0,Everyone,Action,2024-10-01,4.1 and up
BizGuard,BUSINESS,4.9,2912521,41.3,"1,000+",Free,0.0,Mature 17+,Health,2024-07-05,4.1 and up
MarketLoop,BUSINESS,3.9,3330932,63.6,"100,000+",Paid,1.99,Everyone,Puzzle,2024-08-30,4.1 and up
TurboStrike Night,GAME,4.4,3699519,208.1,"1,000,000+",Free,0.0,Mature 17+,Action,2024-09-20,5.0 and up
TaskLink One,TOOLS,3.9,4155489,16.9,"100,000+",Free,0.0,Everyone,Tools,2024-01-10,5.0 and up
LifeMate Now,LIFESTYLE,3.9,4488165,43.7,"10,000,000+",Free,0.0,Teen,Tools,2024-06-14,6.0 and up
WorkFlow Rush,BUSINESS,2.7,3302208,30.9,"100,000+",Free,0.0,Teen,Business,2024-01-29,8.0 and up
SkillQuest X,EDUCATION,3.4,297996,65.7,"1,000,000+",Free,0.0,Mature 17+,Education,2024-09-27,8.0 and up
VitaGuide,HEALTH,3.2,3766011,72.2,"1,000,000+",Free,0.0,Teen,Education,2024-03-27,8.0 and up
ZenWave Plus,HEALTH,3.5,2465922,34.1,"1,000,000+",Paid,0.0,Mature 17+,Music,2024-01-23,4.1 and up
LifeCube Night,LIFESTYLE,4.5,2022794,52.8,"10,000,000+",Free,0.0,Mature 17+,Puzzle,2024-07-28,8.0 and up
GridLoop Edge,TOOLS,3.4,853615,28.9,"1,000,000+",Free,0.0,Teen,Puzzle,2024-02-15,4.1 and up
CorePanel Pro,TOOLS,3.6,2372958,11.5,"1,000+",Free,0.0,Mature 17+,Tools,2024-01-28,6.0 and up
MintSound Mix,FINANCE,3.5,1315833,68.6,"1,000,000+",Free,0.0,Teen,Music,2024-01-26,4.1 and up
FocusZone Hub,PRODUCTIVITY,2.7,3433382,44.2,"100,000+",Free,0.0,Everyone,Action,2024-09-22,6.0 and up
DealCoach Plus,BUSINESS,3.6,770702,43.5,"100,000+",Paid,2.99,Everyone,Education,2024-06-23,6.0 and up
GridQuest Max,TOOLS,3.0,428755,18.4,"100,000+",Paid,4.99,Teen,Education,2024-01-04,8.0 and up
SkillPanel Rush,EDUCATION,3.0,4832101,50.4,"10,000,000+",Free,0.0,Teen,Tools,2024-11-06,8.0 and up
StyleMind,LIFESTYLE,2.7,673822,20.6,"100,000+",Free,0.0,Teen,Puzzle,2024-11-17,4.1 and up
FundMate Go,FINANCE,3.4,2932987,70.1,"10,000,000+",Free,0.0,Teen,Tools,2024-03-07,5.0 and up
PlaySpark Prime,ENTERTAINMENT,4.4,3570128,69.4,"10,000,000+",Free,0.0,Everyone,Puzzle,2024-05-14,8.0 and up
TurboTrack Pro,GAME,3.2,1358136,262.2,"1,000,000+",Free,0.0,Mature 17+,Music,2024-02-24,8.0 and up
TuneTrack,ENTERTAINMENT,3.3,3817052,33.0,"1,000+",Free,0.0,Mature 17+,Business,2024-01-31,5.0 and up
HeartRaid Plus,HEALTH,4.1,4539180,43.2,"1,000,000+",Paid,2.99,Everyone,Action,2024-03-14,5.0 and up
BattleBalance,GAME,3.0,4969421,223.2,"1,000,000+",Free,0.0,Mature 17+,Health,2024-01-19,8.0 and up
WorkPilot Lite,BUSINESS,4.7,536654,120.0,"10,000,000+",Free,0.0,Everyone,Business,2024-06-04,5.0 and up
StudyStack Go,EDUCATION,3.8,652426,32.9,"10,000,000+",Free,0.0,Mature 17+,Business,2024-12-02,4.1 and up
MythSpark Plus,GAME,3.6,3147925,350.0,"100,000+",Free,0.0,Teen,Puzzle,2024-06-04,6.0 and up
TaskGrid Edge,PRODUCTIVITY,3.9,2773747,36.6,"100,000+",Free,0.0,Teen,Puzzle,2024-05-26,6.0 and up
TuneLoop Rush,ENTERTAINMENT,2.9,1707552,125.1,"1,000,000+",Free,0.0,Teen,Puzzle,2024-03-27,8.0 and up
BizPilot,BUSINESS,4.0,4191906,38.5,"10,000+",Free,0.0,Everyone,Business,2024-01-20,8.0 and up
WorkLink,PRODUCTIVITY,3.4,1474630,33.1,"10,000+",Free,0.0,Everyone,Tools,2024-09-25,4.1 and up
HealDash Night,HEALTH,4.7,1174856,35.7,"100,000+",Free,0.0,Mature 17+,Action,2024-11-28,5.0 and up
BoostMate Max,PRODUCTIVITY,2.9,1992579,58.5,"10,000+",Free,0.0,Mature 17+,Tools,2024-02-12,8.0 and up
CashLogic X,FINANCE,3.8,1849405,36.7,"100,000+",Free,0.0,Mature 17+,Puzzle,2024-11-01,6.0 and up
WalletGuide,FINANCE,4.0,989346,81.3,"10,000,000+",Free,0.0,Everyone,Education,2024-01-28,4.1 and up
LifeSync Pro,LIFESTYLE,2.6,4961600,22.0,"1,000,000+",Free,0.0,Mature 17+,Tools,2024-09-16,4.1 and up
ClientDrift Rush,BUSINESS,3.4,3138112,27.7,"1,000+",Free,0.0,Teen,Action,2024-01-22,5.0 and up
MediBook Night,HEALTH,4.3,2450989,30.6,"1,000,000+",Free,0.0,Mature 17+,Education,2024-04-10,8.0 and up
ToolForce Play,TOOLS,4.6,3905523,27.2,"100,000+",Free,0.0,Teen,Action,2024-02-08,8.0 and up
BudgetRiddle Now,FINANCE,3.3,2032826,73.7,"100,000+",Free,0.0,Everyone,Puzzle,2024-10-16,4.1 and up
TradeDesk Mix,BUSINESS,4.5,61763,41.3,"1,000,000+",Free,0.0,Teen,Tools,2024-12-18,6.0 and up
QuickGuard Rush,TOOLS,4.9,1071994,20.4,"100,000+",Free,0.0,Teen,Health,2024-10-26,8.0 and up
HomeWave Edge,LIFESTYLE,4.6,4318430,16.0,"10,000+",Free,0.0,Teen,Music,2024-06-18,6.0 and up
SyncGrid Go,PRODUCTIVITY,2.8,655506,25.4,"10,000+",Free,0.0,Everyone,Puzzle,2024-10-22,4.1 and up
CashDrive Elite,FINANCE,4.3,2735100,27.0,"100,000+",Paid,4.99,Everyone,Business,2024-12-18,8.0 and up
MarketSteps Lite,BUSINESS,3.3,3205238,25.0,"100,000+",Free,0.0,Everyone,Health,2024-05-09,6.0 and up
TurboSuite Max,GAME,5.0,2163359,176.0,"10,000+",Paid,2.99,Everyone,Business,2024-06-04,4.1 and up
FileZone,TOOLS,3.7,494002,36.6,"100,000+",Free,0.0,Mature 17+,Action,2024-03-14,6.0 and up
FlowDesk Now,PRODUCTIVITY,2.8,4980147,100.0,"100,000+",Free,0.0,Everyone,Business,2024-12-07,8.0 and up
TaxBeat Max,FINANCE,4.3,76250,39.7,"1,000,000+",Paid,0.0,Teen,Health,2024-03-30,5.0 and up
WellPlus Lite,HEALTH,3.3,4429909,58.6,"1,000+",Free,0.0,Everyone,Health,2024-03-07,6.0 and up
CoreGrid X,TOOLS,5.0,3891161,20.2,"10,000+",Free,0.0,Mature 17+,Puzzle,2024-08-23,5.0 and up
